Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,FamilySize,GroupSize,Num,TotalSpend,NoSpending,IsAlone,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Z,Side_S,Side_Z
-0.05521398499570634,-0.6413272404278202,0.7085168048820485,-0.6244433068821416,1.665493162499515,-0.642637739347128,-0.24085239304666736,-0.6494259171749228,2.43257254422661,0.621751306048772,-0.8452792683013811,0.9028797571727335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.8248092051599861,-0.6413272404278202,1.7482422328526663,0.723728475403189,-0.6657832742225833,-0.642637739347128,0.12386806887211421,0.6026139575227241,0.3148163242327627,0.7694892820438598,-0.8452792683013811,-1.107567194917945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.05521398499570634,-0.6413272404278202,-0.6585960571070412,-0.6244433068821416,-0.6657832742225833,-0.642637739347128,0.2150481843518096,1.854653832220371,-0.0984723292897202,-1.1611708233066784,1.183040963502554,-1.107567194917945,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.614919599660637,-0.6413272404278202,-0.2854790960140971,1.5811412164813405,1.808079735305432,-0.642637739347128,0.03268795339241882,-0.023405979826099352,1.1606549398071597,0.7784115749984671,-0.8452792683013811,-1.107567194917945,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.5044916296692243,-0.6413272404278202,-0.6585960571070412,-0.6244433068821416,-0.6657832742225833,-0.642637739347128,-0.058492162087276575,1.854653832220371,-2.21654089212621,-1.1611708233066784,1.183040963502554,-1.107567194917945,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5744548315023408,1.9036455478608418,-0.6585960571070412,1.0849980686799832,0.6686471682143035,-0.642637739347128,-0.14967227756697196,-0.023405979826099352,1.0737782048528732,0.7449632581351433,-0.8452792683013811,-1.107567194917945,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.2651035904950554,-0.6413272404278202,-0.6585960571070412,-0.6244433068821416,-0.6657832742225833,-0.642637739347128,-0.3320325085263628,-0.023405979826099352,-1.087655808248659,-1.1611708233066784,1.183040963502554,-1.107567194917945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.22463882233675903,-0.6413272404278202,-0.6585960571070412,-0.6244433068821416,-0.6657832742225833,-0.642637739347128,-0.24085239304666736,0.6026139575227241,0.8101938297730612,-1.1611708233066784,1.183040963502554,-1.107567194917945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.22463882233675903,-0.6413272404278202,-0.6585960571070412,-0.6244433068821416,-0.6657832742225833,-0.642637739347128,-0.14967227756697196,-0.023405979826099352,-0.2696806296726967,-1.1611708233066784,1.183040963502554,-1.107567194917945,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5449563978275207,1.741745620424961,-0.6585960571070412,-0.6244433068821416,-0.6657832742225833,-0.24233551163568573,0.03268795339241882,3.732713644266841,1.0550168914719105,0.595764705315371,-0.8452792683013811,-1.107567194917945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
